tipo,nombre,url,descripcion,ejemplo
etiqueta,small,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,cite,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,sub,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,sup,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,mark,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,span,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,br,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,img,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,iframe,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,embed,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,object,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,video,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,audio,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,source,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,svg,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,table,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,caption,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,colgroup,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,tbody,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,thead,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,tfoot,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,tr,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,td,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,th,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,form,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,fieldset,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,legend,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,label,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,input,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,button,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,select,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,option,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
etiqueta,textarea,https://carontestudio.com/blog/listado-de-etiquetas-html/,Etiqueta HTML extraído de Carontestudio,
atributo,accept,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,accept-charset,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,accesskey,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,action,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,align,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,alt,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,async,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,autocomplete,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,autofocus,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,autoplay,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,bgcolor,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,border,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,buffered,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,charset,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,checked,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,cite,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,class,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,code,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,color,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,cols,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,colspan,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,content,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,contenteditable,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,contextmenu,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,controls,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,coords,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,data,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,data-*,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,datetime,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,default,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,defer,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,dir,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,dirname,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,disabled,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,download,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,draggable,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,enctype,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,for,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,form,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,headers,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,height,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,hidden,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,high,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,href,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,hreflang,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,http-equiv,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,id,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,ismap,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,itemprop,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,label,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,lang,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,language,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,list,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,loop,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,low,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,max,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,maxlength,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,media,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,method,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,min,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,multiple,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,muted,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,name,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,novalidate,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,open,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,optimum,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,pattern,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,ping,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,placeholder,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,poster,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,preload,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,readonly,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,rel,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,required,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,reversed,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,rows,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,rowspan,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,sandbox,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,scope,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,seamless,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,selected,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,size,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,span,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,spellcheck,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,src,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,srcdoc,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,srclang,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,srcset,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,start,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,style,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,target,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,title,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,type,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,usemap,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,value,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,width,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
atributo,wrap,https://carontestudio.com/blog/atributos-html/,Atributo HTML extraído de Carontestudio,
propiedad,pseudo-classes,https://developer.mozilla.org/en-US/docs/Web/CSS/Reference/Selectors/Pseudo-classes,"A CSS pseudo-class is a keyword added to a selector that lets you style a specific state of the selected element(s). For example, the pseudo-class :hover can be used to select a button when a user's pointer hovers over the button and this selected button can then be styled.",/* Any button over which the user's pointer is hovering */ button:hover {   color: blue; }
propiedad,pseudo-elements,https://developer.mozilla.org/en-US/docs/Web/CSS/Reference/Selectors/Pseudo-elements,A CSS pseudo-element is a keyword added to a selector that lets you style a specific part of the selected element(s).,selector::pseudo-element {   property: value; }
propiedad,data types,https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_values_and_units/CSS_data_types,CSS data types define typical values (including keywords and units) accepted by CSS properties and functions. They are a special kind of component value type.,
propiedad,functional notations,https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_values_and_units/CSS_value_functions,CSS value functions are statements that invoke special data processing or calculations to return a CSS value for a CSS property. CSS value functions represent more complex data types and they may take some input arguments to calculate the return value.,"selector {   property: function([argument]? [, argument]!); }"
propiedad,at-rules,https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_syntax/At-rule,"At-rules are CSS statements that instruct CSS how to behave. They begin with an at-sign, @ (U+0040 COMMERCIAL AT), followed by an identifier. They include everything from the at-keyword up to the next semicolon, ; (U+003B SEMICOLON), or the next CSS block, whichever comes first.","/* General structure */ @identifier (RULE);  /* Example: tells browser to use UTF-8 character set */ @charset ""utf-8"";"
propiedad,syntax,https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_syntax/Syntax,"The basic goal of the Cascading Stylesheet (CSS) language is to allow a browser engine to paint elements of the page with specific features, like colors, positioning, or decorations. The CSS syntax reflects this goal and its basic building blocks are:",
propiedad,At-rule,https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_syntax/At-rule,"At-rules are CSS statements that instruct CSS how to behave. They begin with an at-sign, @ (U+0040 COMMERCIAL AT), followed by an identifier. They include everything from the at-keyword up to the next semicolon, ; (U+003B SEMICOLON), or the next CSS block, whichever comes first.","/* General structure */ @identifier (RULE);  /* Example: tells browser to use UTF-8 character set */ @charset ""utf-8"";"
propiedad,--*,https://developer.mozilla.org/en-US/docs/Web/CSS/Reference/Properties/--*,"Property names that are prefixed with --, like --example-name, represent custom properties that contain a value that can be used in other declarations using the var() function.",--some-keyword: left; --some-color: #123456; --some-complex-value: 3px 6px rgb(20 32 54);
propiedad,-webkit-line-clamp,https://developer.mozilla.org/en-US/docs/Web/CSS/Reference/Properties/line-clamp,The line-clamp CSS property allows limiting of the contents of a block to the specified number of lines.,/* Keyword value */ line-clamp: none;  /* <integer> values */ line-clamp: 3; line-clamp: 10;  /* Global values */ line-clamp: inherit; line-clamp: initial; line-clamp: revert; line-clamp: revert-layer; line-clamp: unset;
propiedad,-webkit-text-fill-color,https://developer.mozilla.org/en-US/docs/Web/CSS/Reference/Properties/-webkit-text-fill-color,"The -webkit-text-fill-color CSS property specifies the fill color of characters of text. If this property is not set, the value of the color property is used.",/* <color> values */ -webkit-text-fill-color: red; -webkit-text-fill-color: #123456; -webkit-text-fill-color: rgb(100 200 0);  /* Global values */ -webkit-text-fill-color: inherit; -webkit-text-fill-color: initial; -webkit-text-fill-color: revert; -webkit-text-fill-color: revert-layer; -webkit-text-fill-color: unset;
propiedad,-webkit-text-stroke,https://developer.mozilla.org/en-US/docs/Web/CSS/Reference/Properties/-webkit-text-stroke,The -webkit-text-stroke CSS property specifies the width and color of strokes for text characters. This is a shorthand property for the longhand properties -webkit-text-stroke-width and -webkit-text-stroke-color.,/* Width and color values */ -webkit-text-stroke: 4px navy;  /* Global values */ -webkit-text-stroke: inherit; -webkit-text-stroke: initial; -webkit-text-stroke: revert; -webkit-text-stroke: revert-layer; -webkit-text-stroke: unset;
propiedad,-webkit-text-stroke-color,https://developer.mozilla.org/en-US/docs/Web/CSS/Reference/Properties/-webkit-text-stroke-color,"The -webkit-text-stroke-color CSS property specifies the stroke color of characters of text. If this property is not set, the value of the color property is used.",/* <color> values */ -webkit-text-stroke-color: red; -webkit-text-stroke-color: #e08ab4; -webkit-text-stroke-color: rgb(200 100 0);  /* Global values */ -webkit-text-stroke-color: inherit; -webkit-text-stroke-color: initial; -webkit-text-stroke-color: revert; -webkit-text-stroke-color: revert-layer; -webkit-text-stroke-color: unset;
propiedad,-webkit-text-stroke-width,https://developer.mozilla.org/en-US/docs/Web/CSS/Reference/Properties/-webkit-text-stroke-width,The -webkit-text-stroke-width CSS property specifies the width of the stroke for text.,/* Keyword values */ -webkit-text-stroke-width: thin; -webkit-text-stroke-width: medium; -webkit-text-stroke-width: thick;  /* <length> values */ -webkit-text-stroke-width: 2px; -webkit-text-stroke-width: 0.1em; -webkit-text-stroke-width: 1mm; -webkit-text-stroke-width: 5pt;  /* Global values */ -webkit-text-stroke-width: inherit; -webkit-text-stroke-width: initial; -webkit-text-stroke-width: reve
propiedad,abs(),https://developer.mozilla.org/en-US/docs/Web/CSS/abs,"The abs() CSS function returns the absolute value of the argument, as the same type as the input.",/* abs( <calc-sum> ) */ abs(20% - 100px) abs(var(--gradientAngle))
propiedad,accent-color,https://developer.mozilla.org/en-US/docs/Web/CSS/Reference/Properties/accent-color,The accent-color CSS property sets the accent color for user-interface controls generated by some elements.,accent-color: red;
propiedad,acos(),https://developer.mozilla.org/en-US/docs/Web/CSS/acos,The acos() CSS function is a trigonometric function that returns the inverse cosine of a number between -1 and 1. The function contains a single calculation that returns the number of radians representing an <angle> between 0deg and 180deg.,/* Single <number> values */ transform: rotate(acos(-0.2)); transform: rotate(acos(2 * 0.125));  /* Other values */ transform: rotate(acos(pi / 5)); transform: rotate(acos(e / 3));
propiedad,additive-symbols (@counter-style),https://developer.mozilla.org/en-US/docs/Web/CSS/@counter-style/additive-symbols,The additive-symbols descriptor of the @counter-style at-rule is used to specify counter symbols when the @counter-style system descriptor value is set as additive. The additive system is used to construct sign-value numbering systems such as Roman numerals.,"/* Single tuple */ additive-symbols: 3 ""*"";  /* Comma-separated list of tuples */ additive-symbols:   3 ""0"",   2 ""\2E\20"",   1 url(""symbol.png"");  /* Binary counter */ additive-symbols:   2 ""1"",   1 ""0"";  /* Etruscan (a civilization in ancient Italy) counter  */ additive-symbols:   100 ""ð"",   50 ""ð£"",   10 ""ð¢"",   5 ""ð¡"",   1 ""ð "";"
propiedad,align-content,https://developer.mozilla.org/en-US/docs/Web/CSS/Reference/Properties/align-content,"The CSS align-content property sets the distribution of space between and around content items along a flexbox's cross axis, or a grid or block-level element's block axis.",align-content: start;
propiedad,align-items,https://developer.mozilla.org/en-US/docs/Web/CSS/Reference/Properties/align-items,"The CSS align-items property sets the align-self value on all direct children as a group. In flexbox, it controls the alignment of items on the cross axis. In grid layout, it controls the alignment of items on the block axis within their grid areas.",align-items: stretch;
propiedad,align-self,https://developer.mozilla.org/en-US/docs/Web/CSS/Reference/Properties/align-self,"The align-self CSS property overrides a grid or flex item's align-items value. In grid, it aligns the item inside the grid area. In flexbox, it aligns the item on the cross axis.",align-self: stretch;
propiedad,alignment-baseline,https://developer.mozilla.org/en-US/docs/Web/CSS/Reference/Properties/alignment-baseline,"The alignment-baseline CSS property specifies the specific baseline used to align the box's text and inline-level contents. Baseline alignment is the relationship among the baselines of multiple alignment subjects within an alignment context. When performing baseline alignment, the alignment-baseline property value specifies which baseline of the box is aligned to the corresponding baseline of its alignment context.",/* Initial value */ alignment-baseline: baseline;  /* Keyword values */ alignment-baseline: alphabetic; alignment-baseline: central; alignment-baseline: ideographic; alignment-baseline: mathematical; alignment-baseline: middle; alignment-baseline: text-bottom; alignment-baseline: text-top;  /* Mapped values */ alignment-baseline: text-before-edge; /* text-top */ alignment-baseline: text-after-edge
propiedad,all,https://developer.mozilla.org/en-US/docs/Web/CSS/Reference/Properties/all,"The all shorthand CSS property resets all of an element's properties except unicode-bidi, direction, and CSS Custom Properties. It can set properties to their initial or inherited values, or to the values specified in another cascade layer or stylesheet origin.",/* no all property */
propiedad,anchor(),https://developer.mozilla.org/en-US/docs/Web/CSS/anchor,"The anchor() CSS function can be used within an anchor-positioned element's inset property values, returning a length value relative to the position of the edges of its associated anchor element.","/* side or percentage */ top: anchor(bottom); top: anchor(50%); top: calc(anchor(bottom) + 10px) inset-block-end: anchor(start);  /* side of named anchor */ top: anchor(--my-anchor bottom); inset-block-end: anchor(--my-anchor start);  /* side of named anchor with fallback */ top: anchor(--my-anchor bottom, 50%); inset-block-end: anchor(--my-anchor start, 200px); left: calc(anchor(--my-anchor right"
propiedad,anchor-name,https://developer.mozilla.org/en-US/docs/Web/CSS/Reference/Properties/anchor-name,The anchor-name CSS property enables defining an element as an anchor element by giving it one or more identifying anchor names. Each name can then be set as the value of a positioned element's position-anchor property to associate it with the anchor.,"/* Single values */ anchor-name: none; anchor-name: --name;  /* Multiple values */ anchor-name: --name, --another-name;  /* Global values */ anchor-name: inherit; anchor-name: initial; anchor-name: revert; anchor-name: revert-layer; anchor-name: unset;"
propiedad,anchor-size(),https://developer.mozilla.org/en-US/docs/Web/CSS/anchor-size,"The anchor-size() CSS function enables setting anchor-positioned element's size, position, and margins relative to the dimensions of anchor elements. It returns the <length> of a specified side of the target anchor element. anchor-size() is only valid when used within the value of anchor-positioned elements' sizing, inset, and margin properties.","/* sizing relative to anchor side */ width: anchor-size(width); block-size: anchor-size(block); height: calc(anchor-size(self-inline) + 2em);  /* sizing relative to named anchor's side */ width: anchor-size(--my-anchor width); block-size: anchor-size(--my-anchor block);  /* sizing relative to named anchor's side with fallback */ width: anchor-size(--my-anchor width, 50%); block-size: anchor-size(-"
propiedad,<angle>,https://developer.mozilla.org/en-US/docs/Web/CSS/angle,"The <angle> CSS data type represents an angle value expressed in degrees, gradians, radians, or turns. It is used, for example, in <gradient>s and in some transform functions.",transform: rotate(45deg);
propiedad,<angle-percentage>,https://developer.mozilla.org/en-US/docs/Web/CSS/angle-percentage,The <angle-percentage> CSS data type represents a value that can be either an <angle> or a <percentage>.,<angle-percentage> =   <angle>       |  <percentage>
propiedad,animation,https://developer.mozilla.org/en-US/docs/Web/CSS/Reference/Properties/animation,"The animation shorthand CSS property applies an animation between styles. It is a shorthand for animation-name, animation-duration, animation-timing-function, animation-delay, animation-iteration-count, animation-direction, animation-fill-mode, animation-play-state, and animation-timeline.",animation: 3s ease-in 1s infinite reverse both running slide-in;
propiedad,animation-composition,https://developer.mozilla.org/en-US/docs/Web/CSS/Reference/Properties/animation-composition,The animation-composition CSS property specifies the composite operation to use when multiple animations affect the same property simultaneously.,"/* Single animation */ animation-composition: replace; animation-composition: add; animation-composition: accumulate;  /* Multiple animations */ animation-composition: replace, add; animation-composition: add, accumulate; animation-composition: replace, add, accumulate;  /* Global values */ animation-composition: inherit; animation-composition: initial; animation-composition: revert; animation-com"
propiedad,animation-delay,https://developer.mozilla.org/en-US/docs/Web/CSS/Reference/Properties/animation-delay,"The animation-delay CSS property specifies the amount of time to wait from applying the animation to an element before beginning to perform the animation. The animation can start later, immediately from its beginning, or immediately and partway through the animation.",animation-delay: 250ms;
propiedad,animation-direction,https://developer.mozilla.org/en-US/docs/Web/CSS/Reference/Properties/animation-direction,"The animation-direction CSS property sets whether an animation should play forward, backward, or alternate back and forth between playing the sequence forward and backward.",animation-direction: normal;
